episode,rewards,has_gold,step_per_episode,killed_wumpus,get_gold_and_return_home
999,-104,0,5,0,0
1000,-123,0,24,0,0
1001,-143,0,44,0,0
1002,-247,0,148,0,0
1003,-127,0,28,0,0
1004,-184,0,85,0,0
1005,-178,0,79,0,0
1006,-208,0,109,0,0
1007,-154,0,55,0,0
1008,-137,0,38,0,0
1009,-192,0,93,0,0
1010,-167,0,68,0,0
1011,-109,0,10,0,0
1012,-107,0,8,0,0
1013,-138,0,39,0,0
1014,-181,0,82,0,0
1015,-131,0,32,0,0
1016,-165,0,66,0,0
1017,-200,0,200,0,0
1018,-249,0,150,0,0
1019,-128,0,29,0,0
1020,-185,0,86,0,0
1021,-167,0,68,0,0
1022,-243,0,144,0,0
1023,-105,0,6,0,0
1024,-179,0,80,0,0
1025,-227,0,128,0,0
1026,-234,0,135,0,0
1027,-120,0,21,0,0
1028,-139,0,40,0,0
1029,-189,0,90,0,0
1030,-259,0,160,0,0
1031,-254,0,155,0,0
1032,-179,0,80,0,0
1033,-215,0,116,0,0
1034,-156,0,57,0,0
1035,-113,0,14,0,0
1036,-133,0,34,0,0
1037,-147,0,48,0,0
1038,-214,0,115,0,0
1039,-288,0,189,0,0
1040,-159,0,60,0,0
1041,-200,0,200,0,0
1042,-206,0,107,0,0
1043,-157,0,58,0,0
1044,-108,0,9,0,0
1045,-162,0,63,0,0
1046,-170,0,71,0,0
1047,-116,0,17,0,0
1048,-122,0,23,0,0
1049,-120,0,21,0,0
1050,-110,0,11,0,0
1051,-265,0,166,0,0
1052,-111,0,12,0,0
1053,-153,0,54,0,0
1054,-185,0,86,0,0
1055,-278,0,179,0,0
1056,-111,0,12,0,0
